name,figi,currency,closed,dt
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1071,2021-01-26
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1036,2021-01-27
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1037,2021-01-28
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1044,2021-01-29
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1037,2021-02-01
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.104,2021-02-02
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1048,2021-02-03
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1054,2021-02-04
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1066,2021-02-05
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1096,2021-02-08
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1103,2021-02-09
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1091,2021-02-10
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1096,2021-02-11
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1085,2021-02-12
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1092,2021-02-15
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1081,2021-02-16
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1063,2021-02-17
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1055,2021-02-18
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1068,2021-02-19
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1067,2021-02-20
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1051,2021-02-22
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1027,2021-02-24
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1027,2021-02-25
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0995,2021-02-26
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1021,2021-03-01
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1012,2021-03-02
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0979,2021-03-03
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0961,2021-03-04
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0922,2021-03-05
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0977,2021-03-09
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0974,2021-03-10
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0986,2021-03-11
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0986,2021-03-12
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.099,2021-03-15
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1017,2021-03-16
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0993,2021-03-17
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0996,2021-03-18
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0986,2021-03-19
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1002,2021-03-22
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.098,2021-03-23
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0964,2021-03-24
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.094,2021-03-25
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0946,2021-03-26
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0944,2021-03-29
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.095,2021-03-30
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.096,2021-03-31
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0975,2021-04-01
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0976,2021-04-02
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0978,2021-04-05
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0985,2021-04-06
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0964,2021-04-07
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0967,2021-04-08
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0954,2021-04-09
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0945,2021-04-12
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0952,2021-04-13
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.098,2021-04-14
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0986,2021-04-15
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0987,2021-04-16
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0971,2021-04-19
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0964,2021-04-20
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0986,2021-04-21
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1004,2021-04-22
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0997,2021-04-23
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1009,2021-04-26
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1018,2021-04-27
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1006,2021-04-28
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0998,2021-04-29
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1004,2021-04-30
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0967,2021-05-04
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0977,2021-05-05
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0953,2021-05-06
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0971,2021-05-07
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0952,2021-05-10
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0953,2021-05-11
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0951,2021-05-12
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0942,2021-05-13
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0957,2021-05-14
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0964,2021-05-17
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0979,2021-05-18
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0958,2021-05-19
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0984,2021-05-20
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0981,2021-05-21
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0978,2021-05-24
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0966,2021-05-25
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0973,2021-05-26
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0972,2021-05-27
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0984,2021-05-28
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.098,2021-05-31
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0972,2021-06-01
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0979,2021-06-02
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.097,2021-06-03
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.0993,2021-06-04
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.101,2021-06-07
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1009,2021-06-08
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1037,2021-06-09
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1048,2021-06-10
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1046,2021-06-11
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1044,2021-06-14
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1029,2021-06-15
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1034,2021-06-16
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1032,2021-06-17
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1021,2021-06-18
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1037,2021-06-21
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1035,2021-06-22
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1032,2021-06-23
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1048,2021-06-24
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1048,2021-06-25
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1059,2021-06-28
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1058,2021-06-29
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1067,2021-06-30
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1058,2021-07-01
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.107,2021-07-02
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1071,2021-07-05
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1055,2021-07-06
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1039,2021-07-07
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1041,2021-07-08
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1055,2021-07-09
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1055,2021-07-12
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1049,2021-07-13
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1031,2021-07-14
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1025,2021-07-15
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1038,2021-07-16
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1042,2021-07-19
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1061,2021-07-20
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1055,2021-07-21
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1061,2021-07-22
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1063,2021-07-23
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1058,2021-07-26
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1032,2021-07-27
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1058,2021-07-28
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1068,2021-07-29
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1061,2021-07-30
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1065,2021-08-02
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1062,2021-08-03
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1097,2021-08-04
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1112,2021-08-05
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1105,2021-08-06
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1125,2021-08-09
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1114,2021-08-10
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1084,2021-08-11
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1089,2021-08-12
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1095,2021-08-13
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1075,2021-08-16
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.108,2021-08-17
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1093,2021-08-18
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1066,2021-08-19
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1069,2021-08-20
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1099,2021-08-23
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1092,2021-08-24
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1103,2021-08-25
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1107,2021-08-26
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1112,2021-08-27
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1108,2021-08-30
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1103,2021-08-31
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1118,2021-09-01
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1126,2021-09-02
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1134,2021-09-03
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1142,2021-09-06
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1121,2021-09-07
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1117,2021-09-08
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1124,2021-09-09
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1119,2021-09-10
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1103,2021-09-13
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1111,2021-09-14
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1106,2021-09-15
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1103,2021-09-16
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1102,2021-09-17
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1105,2021-09-20
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1111,2021-09-21
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1107,2021-09-22
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1115,2021-09-23
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1105,2021-09-24
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1092,2021-09-27
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1066,2021-09-28
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1058,2021-09-29
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1064,2021-09-30
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1034,2021-10-01
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1014,2021-10-04
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1025,2021-10-05
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1013,2021-10-06
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.103,2021-10-07
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1016,2021-10-08
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1027,2021-10-11
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.102,2021-10-12
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.102,2021-10-13
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1036,2021-10-14
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1032,2021-10-15
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1017,2021-10-18
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1027,2021-10-19
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.103,2021-10-20
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1027,2021-10-21
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1017,2021-10-22
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1031,2021-10-25
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1044,2021-10-26
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1026,2021-10-27
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1035,2021-10-28
Тинькофф NASDAQ Biotech,TCS00A102EK1,usd,0.1036,2021-10-29
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.25,2020-11-02
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,16.82,2020-11-03
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,16.57,2020-11-05
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,16.96,2020-11-06
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.03,2020-11-09
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.13,2020-11-10
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.31,2020-11-11
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.26,2020-11-12
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.29,2020-11-13
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.06,2020-11-16
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.12,2020-11-17
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.17,2020-11-18
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.29,2020-11-19
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.19,2020-11-20
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.2,2020-11-23
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.22,2020-11-24
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.26,2020-11-25
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.28,2020-11-26
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.42,2020-11-27
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.37,2020-11-30
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.17,2020-12-01
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.1,2020-12-02
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.04,2020-12-03
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.05,2020-12-04
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.17,2020-12-07
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.28,2020-12-08
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.37,2020-12-09
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.29,2020-12-10
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.32,2020-12-11
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.36,2020-12-14
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.47,2020-12-15
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.39,2020-12-16
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.28,2020-12-17
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.53,2020-12-18
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.65,2020-12-21
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.48,2020-12-22
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.29,2020-12-23
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.1,2020-12-24
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.27,2020-12-25
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.35,2020-12-28
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.37,2020-12-29
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.62,2020-12-30
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.39,2021-01-04
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.46,2021-01-05
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.41,2021-01-06
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.41,2021-01-08
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.51,2021-01-11
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.19,2021-01-12
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.22,2021-01-13
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.3,2021-01-14
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.31,2021-01-15
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.39,2021-01-18
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.3,2021-01-19
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.3,2021-01-20
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.39,2021-01-21
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.57,2021-01-22
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.5,2021-01-25
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.34,2021-01-26
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.33,2021-01-27
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.52,2021-01-28
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.23,2021-01-29
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.27,2021-02-01
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.36,2021-02-02
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.32,2021-02-03
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.16,2021-02-04
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.15,2021-02-05
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.24,2021-02-08
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.37,2021-02-09
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.32,2021-02-10
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.28,2021-02-11
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.13,2021-02-12
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.29,2021-02-15
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.43,2021-02-16
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.51,2021-02-17
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.31,2021-02-18
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.39,2021-02-19
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.37,2021-02-20
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.34,2021-02-22
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.26,2021-02-24
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.34,2021-02-25
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.32,2021-02-26
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.24,2021-03-01
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.22,2021-03-02
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.2,2021-03-03
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.29,2021-03-04
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.22,2021-03-05
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.12,2021-03-09
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.19,2021-03-10
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.2,2021-03-11
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.16,2021-03-12
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.11,2021-03-15
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.14,2021-03-16
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.37,2021-03-17
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.4,2021-03-18
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.19,2021-03-19
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.21,2021-03-22
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.35,2021-03-23
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.25,2021-03-24
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.12,2021-03-25
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.02,2021-03-26
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.09,2021-03-29
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.11,2021-03-30
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.05,2021-03-31
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.18,2021-04-01
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.09,2021-04-02
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.12,2021-04-05
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.2,2021-04-06
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.19,2021-04-07
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,16.95,2021-04-08
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.06,2021-04-09
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.02,2021-04-12
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,16.83,2021-04-13
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,16.73,2021-04-14
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.16,2021-04-15
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.13,2021-04-16
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.29,2021-04-19
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.19,2021-04-20
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.23,2021-04-21
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,16.89,2021-04-22
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.03,2021-04-23
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.21,2021-04-26
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.25,2021-04-27
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.18,2021-04-28
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.11,2021-04-29
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.4,2021-04-30
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.25,2021-05-04
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.21,2021-05-05
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.24,2021-05-06
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.24,2021-05-07
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.31,2021-05-10
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.27,2021-05-11
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.34,2021-05-12
Сбер Индекс Еврооблигаций,BBG00NB6KGN0,usd,17.27,2021-05-13
