name,figi,currency,closed,dt
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.36575,2021-01-27
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.383,2021-01-28
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.35675,2021-01-29
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.366,2021-02-01
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.369,2021-02-02
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.37225,2021-02-03
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.36575,2021-02-04
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.34975,2021-02-05
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.368,2021-02-08
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3675,2021-02-09
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3675,2021-02-10
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3685,2021-02-11
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.37225,2021-02-12
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3575,2021-02-15
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.37175,2021-02-16
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.38225,2021-02-17
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.37375,2021-02-18
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.37425,2021-02-19
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.37375,2021-02-20
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.368,2021-02-22
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.37,2021-02-24
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3725,2021-02-25
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.394,2021-02-26
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3705,2021-03-01
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.36925,2021-03-02
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.371,2021-03-03
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.37125,2021-03-04
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3665,2021-03-05
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.35625,2021-03-09
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3645,2021-03-10
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.36425,2021-03-11
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.366,2021-03-12
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.36125,2021-03-15
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.367,2021-03-16
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.38425,2021-03-17
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3755,2021-03-18
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.36475,2021-03-19
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.37025,2021-03-22
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.36725,2021-03-23
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.36125,2021-03-24
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.36125,2021-03-25
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.35375,2021-03-26
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.359,2021-03-29
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.35875,2021-03-30
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.353,2021-03-31
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.36775,2021-04-01
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3685,2021-04-02
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.36325,2021-04-05
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.36775,2021-04-06
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3518,2021-04-13
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.332,2021-04-14
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.357,2021-04-15
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.358,2021-04-16
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3659,2021-04-19
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3681,2021-04-20
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3592,2021-04-21
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3598,2021-04-22
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3598,2021-04-23
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3656,2021-04-26
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3674,2021-04-27
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.365,2021-04-28
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3678,2021-04-29
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3925,2021-04-30
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3695,2021-05-04
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.37,2021-05-05
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3628,2021-05-06
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3575,2021-05-07
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3734,2021-05-10
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3731,2021-05-11
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3763,2021-05-12
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3717,2021-05-13
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3699,2021-05-14
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3733,2021-05-17
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3735,2021-05-18
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.375,2021-05-19
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3727,2021-05-20
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3761,2021-05-21
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3746,2021-05-24
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3756,2021-05-25
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3777,2021-05-26
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3763,2021-05-27
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3749,2021-05-28
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3755,2021-05-31
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.381,2021-06-01
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3782,2021-06-02
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3739,2021-06-03
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3707,2021-06-04
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3721,2021-06-07
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3715,2021-06-08
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3759,2021-06-09
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3798,2021-06-10
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3815,2021-06-11
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.389,2021-06-14
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3825,2021-06-15
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3849,2021-06-16
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3885,2021-06-17
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3853,2021-06-18
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.4029,2021-06-21
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.385,2021-06-22
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3823,2021-06-23
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3844,2021-06-24
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3837,2021-06-25
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3873,2021-06-28
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3979,2021-06-29
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3972,2021-06-30
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.388,2021-07-01
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3878,2021-07-02
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3866,2021-07-05
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.4025,2021-07-06
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.4157,2021-07-07
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.4016,2021-07-08
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3783,2021-07-09
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3834,2021-07-12
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3787,2021-07-13
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3875,2021-07-14
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3858,2021-07-15
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3867,2021-07-16
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3912,2021-07-19
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.386,2021-07-20
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3763,2021-07-21
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3729,2021-07-22
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3851,2021-07-23
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3861,2021-07-26
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.381,2021-07-27
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3865,2021-07-28
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3825,2021-07-29
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.388,2021-07-30
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3845,2021-08-02
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3889,2021-08-03
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3952,2021-08-04
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3896,2021-08-05
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3928,2021-08-06
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3922,2021-08-09
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3934,2021-08-10
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3943,2021-08-11
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3876,2021-08-12
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3868,2021-08-13
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3896,2021-08-16
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3955,2021-08-17
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3927,2021-08-18
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3971,2021-08-19
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3899,2021-08-20
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3816,2021-08-23
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3806,2021-08-24
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3871,2021-08-25
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3944,2021-08-26
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3891,2021-08-27
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3796,2021-08-30
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3867,2021-08-31
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3858,2021-09-01
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3844,2021-09-02
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3914,2021-09-03
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3952,2021-09-06
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3933,2021-09-07
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3911,2021-09-08
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.387,2021-09-09
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3939,2021-09-10
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3943,2021-09-13
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3921,2021-09-14
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3906,2021-09-15
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3935,2021-09-16
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.4008,2021-09-17
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.408,2021-09-20
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3928,2021-09-21
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3954,2021-09-22
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3949,2021-09-23
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.395,2021-09-24
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3969,2021-09-27
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3945,2021-09-28
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3953,2021-09-29
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3942,2021-09-30
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.393,2021-10-01
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3879,2021-10-04
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3941,2021-10-05
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3878,2021-10-06
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3946,2021-10-07
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.394,2021-10-08
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3927,2021-10-11
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3944,2021-10-12
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3944,2021-10-13
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3945,2021-10-14
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3906,2021-10-15
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3897,2021-10-18
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3949,2021-10-19
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3929,2021-10-20
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.4095,2021-10-21
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.4118,2021-10-22
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3956,2021-10-25
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3935,2021-10-26
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.395,2021-10-27
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3944,2021-10-28
ВТБ Корп еврооблигации РФ,BBG00RPRPBY4,usd,1.3902,2021-10-29
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,101.94,2020-12-18
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,103.11,2020-12-21
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,103.51,2020-12-22
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,102.6,2020-12-23
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,99.33,2020-12-24
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,100.44,2020-12-25
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,98.85,2020-12-28
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,100.5,2020-12-29
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,103.53,2020-12-30
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,104.64,2021-01-04
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,107.01,2021-01-05
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,107.54,2021-01-06
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,110.75,2021-01-08
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,110.15,2021-01-11
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,111.01,2021-01-12
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,109.95,2021-01-13
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,109.68,2021-01-14
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,109.16,2021-01-15
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,108.71,2021-01-18
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,109.1,2021-01-19
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,112.57,2021-01-20
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,111.49,2021-01-21
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,113.03,2021-01-22
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,119.19,2021-01-25
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,114.92,2021-01-26
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,112.82,2021-01-27
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,112.93,2021-01-28
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,111.5,2021-01-29
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,114.3,2021-02-01
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,114.89,2021-02-02
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,117.19,2021-02-03
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,116.47,2021-02-04
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,116.14,2021-02-05
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,115.65,2021-02-08
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,117.86,2021-02-09
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,119.64,2021-02-10
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,122.99,2021-02-11
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,122.76,2021-02-12
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,122.02,2021-02-15
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,123.05,2021-02-16
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,124.21,2021-02-17
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,119.24,2021-02-18
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,121.97,2021-02-19
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,120.99,2021-02-20
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,117.36,2021-02-22
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,113.31,2021-02-24
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,112.76,2021-02-25
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,109.74,2021-02-26
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,112.37,2021-03-01
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,111.1,2021-03-02
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,110.99,2021-03-03
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,106.89,2021-03-04
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,105.2,2021-03-05
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,104.32,2021-03-09
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,102.06,2021-03-10
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,105.13,2021-03-11
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,102.6,2021-03-12
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,101.64,2021-03-15
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,104.21,2021-03-16
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,102.97,2021-03-17
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,104.1,2021-03-18
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,102.39,2021-03-19
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,103.82,2021-03-22
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,103.73,2021-03-23
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,99.7,2021-03-24
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,100.5,2021-03-25
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,100.78,2021-03-26
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,98.89,2021-03-29
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,101.86,2021-03-30
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,100.86,2021-03-31
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,106.13,2021-04-01
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,104.38,2021-04-02
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,103.41,2021-04-05
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,107.2,2021-04-06
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,100.85,2021-04-07
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,104.18,2021-04-08
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,102.5,2021-04-09
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,102.4,2021-04-12
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,99.97,2021-04-13
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,99.51,2021-04-14
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,100.03,2021-04-15
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,99.71,2021-04-16
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,100.06,2021-04-19
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,100.54,2021-04-20
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,100.79,2021-04-21
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,101.23,2021-04-22
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,101.67,2021-04-23
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,100.89,2021-04-26
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,101.63,2021-04-27
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,101.53,2021-04-28
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,101.65,2021-04-29
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,100.67,2021-04-30
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,98.78,2021-05-04
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,99.68,2021-05-05
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,98.38,2021-05-06
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,97.94,2021-05-07
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,95.14,2021-05-10
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,95.86,2021-05-11
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,95.84,2021-05-12
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,94.14,2021-05-13
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,95.44,2021-05-14
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,97.7,2021-05-17
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,98.68,2021-05-18
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,98.06,2021-05-19
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,98.62,2021-05-20
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,97.44,2021-05-21
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,97.48,2021-05-24
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,99.34,2021-05-25
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,100.72,2021-05-26
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,100.34,2021-05-27
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,99.62,2021-05-28
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,100.14,2021-05-31
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,102.0,2021-06-01
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,100.6,2021-06-02
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,98.64,2021-06-03
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,98.64,2021-06-04
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,97.38,2021-06-07
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,96.58,2021-06-08
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,96.74,2021-06-09
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,96.4,2021-06-10
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,96.3,2021-06-11
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,96.16,2021-06-14
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,95.02,2021-06-15
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,93.86,2021-06-16
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,94.48,2021-06-17
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,94.14,2021-06-18
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,93.62,2021-06-21
Альфа-Капитал Китайские Акции,BBG00YM3BX27,rub,93.58,2021-06-22
